Day,Month,NewCustomers,TotalMembers,PatientsSeen,CurrentPediatricDoctors,CurrentOrthoDoctors,CurrentNurses,RevenuePrevention,RevenueTreatment,RevenueOrtho,RevenueCardDaily,RevenueTotal,CashNewCard,CashRenewCard,CashTreatment,CashFlowToday,Cash,Costs,DoctorSalary,NurseSalary,MonthlyCardRevenue,ContractLiability,CardContractLiability,OrthoContractLiability,PediatricMaterialRatio,OrthoMaterialRatio
508,17,2,659,13,1,1,6,0,520,0,1428.888888888889,2948.8888888888887,5000,0,520,5494.0,1063739.4666666668,26.0,0.0,0.0,42866.666666666664,1884075.0,1399200.0,484875,0.05,0.3
509,17,3,660,13,1,1,6,0,0,0,1428.888888888889,2628.8888888888887,6000,0,0,6000.0,1069739.4666666668,0.0,0.0,0.0,42866.666666666664,1887008.3333333333,1402133.3333333333,484875,0.05,0.3
510,17,3,662,16,1,1,6,0,2640,10725,1428.888888888889,17793.88888888889,15000,0,22140,33790.5,1103529.9666666668,3349.5,0.0,0.0,42866.666666666664,1866783.3333333335,1373133.3333333335,493650,0.05,0.3
511,18,2,663,12,1,1,6,0,1840,10725,1548.888888888889,15313.888888888889,6000,0,21340,24030.5,1127560.4666666668,3309.5,0.0,0.0,46466.666666666664,1884158.3333333335,1381733.3333333335,502425,0.05,0.3
512,18,1,664,14,1,1,6,0,520,0,1548.888888888889,3068.8888888888887,5000,0,520,5494.0,1133054.4666666668,26.0,0.0,0.0,46466.666666666664,1887025.0,1384600.0,502425,0.05,0.3
513,18,4,666,16,1,1,6,0,520,0,1548.888888888889,4068.8888888888887,10000,0,520,10494.0,1143548.4666666668,26.0,0.0,0.0,46466.666666666664,1889891.6666666665,1387466.6666666665,502425,0.05,0.3
514,18,2,668,21,1,1,6,0,1840,0,1548.888888888889,6588.888888888889,6000,10000,1840,17748.0,1161296.4666666668,92.0,0.0,0.0,46466.666666666664,1895625.0,1393200.0,502425,0.05,0.3
515,18,3,670,10,1,1,6,0,520,0,1548.888888888889,3268.8888888888887,6000,0,520,6494.0,1167790.4666666668,26.0,0.0,0.0,46466.666666666664,1904225.0,1401800.0,502425,0.05,0.3
516,18,3,673,13,1,1,6,0,1320,0,1548.888888888889,4268.888888888889,7000,0,1320,8254.0,1176044.4666666668,66.0,0.0,0.0,46466.666666666664,1907091.6666666665,1404666.6666666665,502425,0.05,0.3
517,18,1,673,8,1,1,6,0,800,0,1548.888888888889,2348.8888888888887,0,0,800,760.0,1176804.4666666668,40.0,0.0,0.0,46466.666666666664,1909958.3333333335,1407533.3333333335,502425,0.05,0.3
518,18,3,675,12,1,1,6,0,0,0,1548.888888888889,2748.8888888888887,6000,0,0,6000.0,1182804.4666666668,0.0,0.0,0.0,46466.666666666664,1909958.3333333335,1407533.3333333335,502425,0.05,0.3
519,18,3,676,14,1,1,6,0,520,0,1548.888888888889,2268.8888888888887,1000,0,520,1494.0,1184298.4666666668,26.0,0.0,0.0,46466.666666666664,1912825.0,1410400.0,502425,0.05,0.3
520,18,3,679,23,1,1,6,0,520,10725,1548.888888888889,14993.888888888889,11000,0,20020,27776.5,1212074.9666666668,3243.5,0.0,0.0,46466.666666666664,1921600.0,1410400.0,511200,0.05,0.3
521,18,1,679,18,1,1,6,0,800,0,1548.888888888889,2348.8888888888887,0,0,800,760.0,1212834.9666666668,40.0,0.0,0.0,46466.666666666664,1927333.3333333333,1416133.3333333333,511200,0.05,0.3
522,18,5,682,19,1,1,6,0,1320,0,1548.888888888889,5068.888888888889,11000,0,1320,12254.0,1225088.9666666668,66.0,0.0,0.0,46466.666666666664,1927333.3333333333,1416133.3333333333,511200,0.05,0.3
523,18,3,684,15,1,1,6,0,800,0,1548.888888888889,2948.8888888888887,2000,1000,800,3760.0,1228848.9666666668,40.0,0.0,0.0,46466.666666666664,1933066.6666666667,1421866.6666666667,511200,0.05,0.3
524,18,1,685,17,1,1,6,0,0,0,1548.888888888889,2148.8888888888887,1000,2000,0,3000.0,1231848.9666666668,0.0,0.0,0.0,46466.666666666664,1933066.6666666667,1421866.6666666667,511200,0.05,0.3
525,18,2,687,18,1,1,6,0,1560,0,1548.888888888889,5108.888888888889,10000,0,1560,11482.0,1243330.9666666668,78.0,0.0,0.0,46466.666666666664,1933066.6666666667,1421866.6666666667,511200,0.05,0.3
526,18,2,688,17,1,1,6,0,800,0,1548.888888888889,3348.8888888888887,5000,0,800,5760.0,1249090.9666666668,40.0,0.0,0.0,46466.666666666664,1938800.0,1427600.0,511200,0.05,0.3
527,18,3,689,22,1,1,6,0,2120,0,1548.888888888889,5668.888888888889,5000,5000,2120,-134221.8,1114869.1666666667,146341.8,26165.5,57070.29999999999,46466.666666666664,1941666.6666666667,1430466.6666666667,511200,0.05,0.3
528,18,4,691,14,1,1,6,0,1600,0,1548.888888888889,4348.888888888889,6000,0,1600,7520.0,1122389.1666666667,80.0,0.0,0.0,46466.666666666664,1947400.0,1436200.0,511200,0.05,0.3
529,18,1,692,8,1,1,6,0,520,0,1548.888888888889,2268.8888888888887,1000,0,520,1494.0,1123883.1666666667,26.0,0.0,0.0,46466.666666666664,1950266.6666666667,1439066.6666666667,511200,0.05,0.3
530,18,5,696,16,1,1,6,0,520,0,1548.888888888889,6068.888888888889,20000,0,520,20494.0,1144377.1666666667,26.0,0.0,0.0,46466.666666666664,1950266.6666666667,1439066.6666666667,511200,0.05,0.3
531,18,2,698,11,1,1,6,0,1320,0,1548.888888888889,4068.8888888888887,6000,0,1320,7254.0,1151631.1666666667,66.0,0.0,0.0,46466.666666666664,1961733.3333333333,1450533.3333333333,511200,0.05,0.3
532,18,2,699,11,1,1,6,0,0,0,1548.888888888889,2548.8888888888887,5000,0,0,5000.0,1156631.1666666667,0.0,0.0,0.0,46466.666666666664,1964600.0,1453400.0,511200,0.05,0.3
533,18,3,699,12,1,1,6,0,2120,0,1548.888888888889,4668.888888888889,0,5000,2120,7014.0,1163645.1666666667,106.0,0.0,0.0,46466.666666666664,1967466.6666666667,1456266.6666666667,511200,0.05,0.3
534,18,2,701,19,1,1,6,0,520,0,1548.888888888889,4068.8888888888887,10000,0,520,10494.0,1174139.1666666667,26.0,0.0,0.0,46466.666666666664,1970333.3333333333,1459133.3333333333,511200,0.05,0.3
535,18,3,703,17,1,1,6,0,1040,0,1548.888888888889,3788.8888888888887,6000,0,1040,6988.0,1181127.1666666667,52.0,0.0,0.0,46466.666666666664,1976066.6666666667,1464866.6666666667,511200,0.05,0.3
536,18,2,705,21,1,1,6,0,1040,0,1548.888888888889,3788.8888888888887,6000,0,1040,6988.0,1188115.1666666667,52.0,0.0,0.0,46466.666666666664,1978933.3333333333,1467733.3333333333,511200,0.05,0.3
537,18,2,706,12,1,1,6,0,0,0,1548.888888888889,2748.8888888888887,5000,1000,0,6000.0,1194115.1666666667,0.0,0.0,0.0,46466.666666666664,1981800.0,1470600.0,511200,0.05,0.3
538,18,2,708,13,1,1,6,0,520,0,1548.888888888889,3268.8888888888887,6000,0,520,6494.0,1200609.1666666667,26.0,0.0,0.0,46466.666666666664,1984666.6666666667,1473466.6666666667,511200,0.05,0.3
539,18,4,711,16,1,1,6,0,0,0,1548.888888888889,4548.888888888889,15000,0,0,15000.0,1215609.1666666667,0.0,0.0,0.0,46466.666666666664,1987533.3333333333,1476333.3333333333,511200,0.05,0.3
540,18,4,712,13,1,1,6,0,520,0,1548.888888888889,4068.8888888888887,10000,0,520,10494.0,1226103.1666666667,26.0,0.0,0.0,46466.666666666664,1961600.0,1450400.0,511200,0.05,0.3
541,19,1,713,23,1,1,6,0,1040,0,1682.2222222222222,2922.222222222222,1000,0,1040,1988.0,1228091.1666666667,52.0,0.0,0.0,50466.666666666664,1967200.0,1456000.0,511200,0.05,0.3
542,19,3,716,21,1,1,6,0,1600,0,1682.2222222222222,6482.222222222223,11000,5000,1600,17520.0,1245611.1666666667,80.0,0.0,0.0,50466.666666666664,1967200.0,1456000.0,511200,0.05,0.3
543,19,1,717,23,1,1,6,0,520,0,1682.2222222222222,4402.222222222223,5000,6000,520,11494.0,1257105.1666666667,26.0,0.0,0.0,50466.666666666664,1975600.0,1464400.0,511200,0.05,0.3
544,19,3,719,19,1,1,6,0,0,16500,1682.2222222222222,19382.222222222223,6000,0,30000,31050.0,1288155.1666666667,4950.0,0.0,0.0,50466.666666666664,1994700.0,1470000.0,524700,0.05,0.3
545,19,3,720,16,1,1,6,0,1600,0,1682.2222222222222,4282.222222222223,5000,0,1600,6520.0,1294675.1666666667,80.0,0.0,0.0,50466.666666666664,1997500.0,1472800.0,524700,0.05,0.3
546,19,2,721,8,1,1,6,0,520,0,1682.2222222222222,2402.222222222222,1000,0,520,1494.0,1296169.1666666667,26.0,0.0,0.0,50466.666666666664,2000300.0,1475600.0,524700,0.05,0.3
547,19,2,722,15,1,1,6,0,0,10725,1682.2222222222222,13607.222222222223,6000,0,19500,22282.5,1318451.6666666667,3217.5,0.0,0.0,50466.666666666664,2009075.0,1475600.0,533475,0.05,0.3
548,19,2,722,19,1,1,6,0,0,0,1682.2222222222222,2682.222222222222,0,5000,0,5000.0,1323451.6666666667,0.0,0.0,0.0,50466.666666666664,2011875.0,1478400.0,533475,0.05,0.3
549,19,4,724,17,1,1,6,0,1040,0,1682.2222222222222,5722.222222222223,10000,5000,1040,15988.0,1339439.6666666667,52.0,0.0,0.0,50466.666666666664,2014675.0,1481200.0,533475,0.05,0.3
550,19,2,724,17,1,1,6,0,0,0,1682.2222222222222,1682.2222222222222,0,0,0,0.0,1339439.6666666667,0.0,0.0,0.0,50466.666666666664,2023075.0,1489600.0,533475,0.05,0.3
551,19,3,726,20,1,1,6,0,520,0,1682.2222222222222,3402.222222222222,6000,0,520,6494.0,1345933.6666666667,26.0,0.0,0.0,50466.666666666664,2023075.0,1489600.0,533475,0.05,0.3
552,19,2,726,16,1,1,6,0,520,10725,1682.2222222222222,13927.222222222223,5000,0,20020,21776.5,1367710.1666666667,3243.5,0.0,0.0,50466.666666666664,2034650.0,1492400.0,542250,0.05,0.3
553,19,3,727,19,1,1,6,0,1320,0,1682.2222222222222,5002.222222222223,10000,0,1320,11254.0,1378964.1666666667,66.0,0.0,0.0,50466.666666666664,2037450.0,1495200.0,542250,0.05,0.3
554,19,2,727,17,1,1,6,0,1320,0,1682.2222222222222,5002.222222222223,5000,5000,1320,11254.0,1390218.1666666667,66.0,0.0,0.0,50466.666666666664,2043050.0,1500800.0,542250,0.05,0.3
555,19,3,728,19,1,1,6,0,1040,0,1682.2222222222222,3922.222222222222,6000,0,1040,6988.0,1397206.1666666667,52.0,0.0,0.0,50466.666666666664,2048650.0,1506400.0,542250,0.05,0.3
556,19,2,730,16,1,1,6,0,800,10725,1682.2222222222222,14407.222222222223,6000,0,20300,23042.5,1420248.6666666667,3257.5,0.0,0.0,50466.666666666664,2060225.0,1509200.0,551025,0.05,0.3
557,19,1,730,9,1,1,6,0,1320,0,1682.2222222222222,5002.222222222223,0,10000,1320,11254.0,1431502.6666666667,66.0,0.0,0.0,50466.666666666664,2063025.0,1512000.0,551025,0.05,0.3
558,19,3,732,23,1,1,6,0,800,10725,1682.2222222222222,13607.222222222223,2000,0,20300,-134322.69999999998,1297179.9666666668,156622.69999999998,28308.0,62057.19999999999,50466.666666666664,2077400.0,1517600.0,559800,0.05,0.3
559,19,2,732,19,1,1,6,0,1320,0,1682.2222222222222,4002.222222222222,5000,0,1320,6254.0,1303433.9666666668,66.0,0.0,0.0,50466.666666666664,2077400.0,1517600.0,559800,0.05,0.3
560,19,1,733,15,1,1,6,0,520,0,1682.2222222222222,3202.222222222222,5000,0,520,5494.0,1308927.9666666668,26.0,0.0,0.0,50466.666666666664,2080200.0,1520400.0,559800,0.05,0.3
561,19,2,735,19,1,1,6,0,800,0,1682.2222222222222,4682.222222222223,6000,5000,800,11760.0,1320687.9666666668,40.0,0.0,0.0,50466.666666666664,2083000.0,1523200.0,559800,0.05,0.3
562,19,4,736,15,1,1,6,0,800,0,1682.2222222222222,3682.222222222222,5000,1000,800,6760.0,1327447.9666666668,40.0,0.0,0.0,50466.666666666664,2088600.0,1528800.0,559800,0.05,0.3
563,19,1,736,14,1,1,6,0,1040,0,1682.2222222222222,3722.222222222222,5000,0,1040,5988.0,1333435.9666666668,52.0,0.0,0.0,50466.666666666664,2091400.0,1531600.0,559800,0.05,0.3
564,19,5,737,21,1,1,6,0,1040,0,1682.2222222222222,3122.222222222222,2000,0,1040,2988.0,1336423.9666666668,52.0,0.0,0.0,50466.666666666664,2094200.0,1534400.0,559800,0.05,0.3
565,19,3,738,16,1,1,6,0,1560,0,1682.2222222222222,3442.222222222222,1000,0,1560,2482.0,1338905.9666666668,78.0,0.0,0.0,50466.666666666664,2094200.0,1534400.0,559800,0.05,0.3
566,19,2,740,26,1,1,6,0,1320,0,1682.2222222222222,5002.222222222223,10000,0,1320,11254.0,1350159.9666666668,66.0,0.0,0.0,50466.666666666664,2094200.0,1534400.0,559800,0.05,0.3
567,19,3,741,16,1,1,6,0,2640,16500,1682.2222222222222,21022.222222222223,1000,0,32640,28558.0,1378717.9666666668,5082.0,0.0,0.0,50466.666666666664,2113300.0,1540000.0,573300,0.05,0.3
568,19,1,740,16,1,1,6,0,520,0,1682.2222222222222,2202.222222222222,0,0,520,494.0,1379211.9666666668,26.0,0.0,0.0,50466.666666666664,2113300.0,1540000.0,573300,0.05,0.3
569,19,2,742,15,1,1,6,0,520,10725,1682.2222222222222,14927.222222222223,10000,0,20020,26776.5,1405988.4666666668,3243.5,0.0,0.0,50466.666666666664,2122075.0,1540000.0,582075,0.05,0.3
570,19,2,743,16,1,1,6,0,0,0,1682.2222222222222,1882.2222222222222,1000,0,0,1000.0,1406988.4666666668,0.0,0.0,0.0,50466.666666666664,2090875.0,1508800.0,582075,0.05,0.3
571,20,1,743,11,1,1,6,0,520,0,1793.3333333333333,2313.333333333333,0,0,520,494.0,1407482.4666666668,26.0,0.0,0.0,53800.0,2090875.0,1508800.0,582075,0.05,0.3
572,20,4,744,21,1,1,6,0,1040,7700,1793.3333333333333,12533.333333333334,10000,0,15040,22678.0,1430160.4666666668,2362.0,0.0,0.0,53800.0,2097175.0,1508800.0,588375,0.05,0.3
573,20,3,743,25,1,1,6,0,800,7700,1793.3333333333333,10293.333333333334,0,0,14800,12450.0,1442610.4666666668,2350.0,0.0,0.0,53800.0,2108941.6666666665,1514266.6666666665,594675,0.05,0.3
574,20,3,746,21,1,1,6,0,3160,0,1793.3333333333333,7953.333333333333,15000,0,3160,18002.0,1460612.4666666668,158.0,0.0,0.0,53800.0,2108941.6666666665,1514266.6666666665,594675,0.05,0.3
575,20,3,749,17,1,1,6,0,0,0,1793.3333333333333,3193.333333333333,7000,0,0,7000.0,1467612.4666666668,0.0,0.0,0.0,53800.0,2117141.6666666665,1522466.6666666665,594675,0.05,0.3
576,20,4,751,24,1,1,6,0,0,0,1793.3333333333333,3193.333333333333,7000,0,0,7000.0,1474612.4666666668,0.0,0.0,0.0,53800.0,2119875.0,1525200.0,594675,0.05,0.3
577,20,2,751,18,1,1,6,0,520,0,1793.3333333333333,2313.333333333333,0,0,520,494.0,1475106.4666666668,26.0,0.0,0.0,53800.0,2122608.3333333335,1527933.3333333335,594675,0.05,0.3
578,20,2,751,21,1,1,6,0,3680,0,1793.3333333333333,5673.333333333333,1000,0,3680,4496.0,1479602.4666666668,184.0,0.0,0.0,53800.0,2122608.3333333335,1527933.3333333335,594675,0.05,0.3
579,20,3,754,26,1,1,6,0,1320,0,1793.3333333333333,7113.333333333333,15000,5000,1320,21254.0,1500856.4666666668,66.0,0.0,0.0,53800.0,2122608.3333333335,1527933.3333333335,594675,0.05,0.3
580,20,0,753,12,1,1,6,0,1840,0,1793.3333333333333,3833.333333333333,0,1000,1840,2748.0,1503604.4666666668,92.0,0.0,0.0,53800.0,2133541.6666666665,1538866.6666666665,594675,0.05,0.3
581,20,2,754,20,1,1,6,0,520,0,1793.3333333333333,3513.333333333333,6000,0,520,6494.0,1510098.4666666668,26.0,0.0,0.0,53800.0,2133541.6666666665,1538866.6666666665,594675,0.05,0.3
582,20,1,753,14,1,1,6,0,1320,0,1793.3333333333333,3113.333333333333,0,0,1320,1254.0,1511352.4666666668,66.0,0.0,0.0,53800.0,2136275.0,1541600.0,594675,0.05,0.3
583,20,2,755,15,1,1,6,0,800,0,1793.3333333333333,4793.333333333333,6000,5000,800,11760.0,1523112.4666666668,40.0,0.0,0.0,53800.0,2136275.0,1541600.0,594675,0.05,0.3
584,20,2,756,20,1,1,6,0,1560,0,1793.3333333333333,4353.333333333333,5000,0,1560,6482.0,1529594.4666666668,78.0,0.0,0.0,53800.0,2141741.6666666665,1547066.6666666665,594675,0.05,0.3
585,20,3,759,25,1,1,6,0,520,0,1793.3333333333333,3713.333333333333,7000,0,520,7494.0,1537088.4666666668,26.0,0.0,0.0,53800.0,2144475.0,1549800.0,594675,0.05,0.3
586,20,3,759,23,1,1,6,0,1040,0,1793.3333333333333,4033.333333333333,6000,0,1040,6988.0,1544076.4666666668,52.0,0.0,0.0,53800.0,2147208.3333333335,1552533.3333333335,594675,0.05,0.3
587,20,3,761,16,1,1,6,0,3680,0,1793.3333333333333,6673.333333333333,6000,0,3680,9496.0,1553572.4666666668,184.0,0.0,0.0,53800.0,2149941.6666666665,1555266.6666666665,594675,0.05,0.3
588,20,3,764,17,1,1,6,0,1040,0,1793.3333333333333,4233.333333333333,7000,0,1040,7988.0,1561560.4666666668,52.0,0.0,0.0,53800.0,2152675.0,1558000.0,594675,0.05,0.3
589,20,2,765,11,1,1,6,0,1320,0,1793.3333333333333,4113.333333333333,5000,0,1320,-144896.6,1416663.8666666667,151216.6,27938.5,60212.100000000006,53800.0,2155408.3333333335,1560733.3333333335,594675,0.05,0.3
590,20,3,766,22,1,1,6,0,800,16500,1793.3333333333333,19293.333333333332,1000,0,30800,26810.0,1443473.8666666667,4990.0,0.0,0.0,53800.0,2171641.6666666665,1563466.6666666665,608175,0.05,0.3
591,20,4,769,18,1,1,6,0,1040,0,1793.3333333333333,5033.333333333333,11000,0,1040,11988.0,1455461.8666666667,52.0,0.0,0.0,53800.0,2171641.6666666665,1563466.6666666665,608175,0.05,0.3
592,20,2,770,13,1,1,6,0,1320,0,1793.3333333333333,5113.333333333333,5000,5000,1320,11254.0,1466715.8666666667,66.0,0.0,0.0,53800.0,2177108.3333333335,1568933.3333333335,608175,0.05,0.3
593,20,4,773,16,1,1,6,0,800,0,1793.3333333333333,4393.333333333333,8000,1000,800,9760.0,1476475.8666666667,40.0,0.0,0.0,53800.0,2182575.0,1574400.0,608175,0.05,0.3
594,20,2,774,21,1,1,6,0,520,10725,1793.3333333333333,14038.333333333334,5000,0,20020,21776.5,1498252.3666666667,3243.5,0.0,0.0,53800.0,2194083.3333333335,1577133.3333333335,616950,0.05,0.3
595,20,2,775,10,1,1,6,0,520,10725,1793.3333333333333,13238.333333333334,1000,0,20020,17776.5,1516028.8666666667,3243.5,0.0,0.0,53800.0,2205591.6666666665,1579866.6666666665,625725,0.05,0.3
596,20,3,776,15,1,1,6,0,1040,0,1793.3333333333333,3033.333333333333,1000,0,1040,1988.0,1518016.8666666667,52.0,0.0,0.0,53800.0,2205591.6666666665,1579866.6666666665,625725,0.05,0.3
597,20,4,779,16,1,1,6,0,520,0,1793.3333333333333,4513.333333333333,11000,0,520,11494.0,1529510.8666666667,26.0,0.0,0.0,53800.0,2205591.6666666665,1579866.6666666665,625725,0.05,0.3
598,20,1,779,13,1,1,6,0,0,21450,1793.3333333333333,23243.333333333332,0,0,39000,32565.0,1562075.8666666667,6435.0,0.0,0.0,53800.0,2228608.3333333335,1585333.3333333335,643275,0.05,0.3
599,20,1,779,13,1,1,6,0,1320,0,1793.3333333333333,3113.333333333333,0,0,1320,1254.0,1563329.8666666667,66.0,0.0,0.0,53800.0,2228608.3333333335,1585333.3333333335,643275,0.05,0.3
600,20,2,780,22,1,1,6,0,800,0,1793.3333333333333,3793.333333333333,6000,0,800,6760.0,1570089.8666666667,40.0,0.0,0.0,53800.0,2189941.666666667,1546666.6666666667,643275,0.05,0.3
601,21,3,781,18,1,1,6,0,1600,0,1911.111111111111,4711.111111111111,6000,0,1600,7520.0,1577609.8666666667,80.0,0.0,0.0,57333.333333333336,2192608.333333333,1549333.3333333333,643275,0.05,0.3
602,21,4,784,16,1,1,6,0,2880,10725,1911.111111111111,18716.11111111111,11000,5000,22380,35018.5,1612628.3666666667,3361.5,0.0,0.0,57333.333333333336,2204050.0,1552000.0,652050,0.05,0.3
603,21,3,784,27,1,1,6,0,520,0,1911.111111111111,3431.1111111111113,5000,0,520,5494.0,1618122.3666666667,26.0,0.0,0.0,57333.333333333336,2212050.0,1560000.0,652050,0.05,0.3
604,21,3,784,17,1,1,6,0,520,0,1911.111111111111,2431.1111111111113,0,0,520,494.0,1618616.3666666667,26.0,0.0,0.0,57333.333333333336,2214716.666666667,1562666.6666666667,652050,0.05,0.3
605,21,3,785,18,1,1,6,0,1040,10725,1911.111111111111,15676.111111111111,10000,0,20540,27270.5,1645886.8666666667,3269.5,0.0,0.0,57333.333333333336,2223491.666666667,1562666.6666666667,660825,0.05,0.3
606,21,4,787,13,1,1,6,0,520,0,1911.111111111111,3631.1111111111113,6000,0,520,6494.0,1652380.8666666667,26.0,0.0,0.0,57333.333333333336,2228825.0,1568000.0,660825,0.05,0.3
607,21,1,785,19,1,1,6,0,0,0,1911.111111111111,1911.111111111111,0,0,0,0.0,1652380.8666666667,0.0,0.0,0.0,57333.333333333336,2231491.666666667,1570666.6666666667,660825,0.05,0.3
608,21,2,785,15,1,1,6,0,800,0,1911.111111111111,2711.1111111111113,0,0,800,760.0,1653140.8666666667,40.0,0.0,0.0,57333.333333333336,2231491.666666667,1570666.6666666667,660825,0.05,0.3
609,21,2,785,14,1,1,6,0,520,0,1911.111111111111,2631.1111111111113,1000,0,520,1494.0,1654634.8666666667,26.0,0.0,0.0,57333.333333333336,2231491.666666667,1570666.6666666667,660825,0.05,0.3
610,21,3,787,18,1,1,6,0,520,10725,1911.111111111111,15156.111111111111,10000,0,20020,26776.5,1681411.3666666667,3243.5,0.0,0.0,57333.333333333336,2240266.666666667,1570666.6666666667,669600,0.05,0.3
611,21,1,788,19,1,1,6,0,1040,0,1911.111111111111,3951.1111111111113,5000,0,1040,5988.0,1687399.3666666667,52.0,0.0,0.0,57333.333333333336,2245600.0,1576000.0,669600,0.05,0.3
612,21,4,790,21,1,1,6,0,520,0,1911.111111111111,3631.1111111111113,6000,0,520,6494.0,1693893.3666666667,26.0,0.0,0.0,57333.333333333336,2248266.666666667,1578666.6666666667,669600,0.05,0.3
613,21,0,790,17,1,1,6,0,1320,0,1911.111111111111,3231.1111111111113,0,0,1320,1254.0,1695147.3666666667,66.0,0.0,0.0,57333.333333333336,2250933.333333333,1581333.3333333333,669600,0.05,0.3
614,21,4,792,16,1,1,6,0,1040,0,1911.111111111111,3351.1111111111113,2000,0,1040,2988.0,1698135.3666666667,52.0,0.0,0.0,57333.333333333336,2250933.333333333,1581333.3333333333,669600,0.05,0.3
615,21,4,792,25,1,1,6,0,520,0,1911.111111111111,2431.1111111111113,0,0,520,494.0,1698629.3666666667,26.0,0.0,0.0,57333.333333333336,2250933.333333333,1581333.3333333333,669600,0.05,0.3
616,21,3,794,20,1,1,6,0,2120,0,1911.111111111111,6031.111111111111,10000,0,2120,12014.0,1710643.3666666667,106.0,0.0,0.0,57333.333333333336,2250933.333333333,1581333.3333333333,669600,0.05,0.3
617,21,2,796,19,1,1,6,0,2880,0,1911.111111111111,6991.111111111111,6000,5000,2880,13736.0,1724379.3666666667,144.0,0.0,0.0,57333.333333333336,2256266.666666667,1586666.6666666667,669600,0.05,0.3
618,21,2,797,16,1,1,6,0,520,0,1911.111111111111,2631.1111111111113,1000,0,520,1494.0,1725873.3666666667,26.0,0.0,0.0,57333.333333333336,2261600.0,1592000.0,669600,0.05,0.3
619,21,2,799,14,1,1,6,0,1040,0,1911.111111111111,5151.111111111111,6000,5000,1040,11988.0,1737861.3666666667,52.0,0.0,0.0,57333.333333333336,2261600.0,1592000.0,669600,0.05,0.3
620,21,4,801,17,1,1,6,0,2360,0,1911.111111111111,5671.111111111111,7000,0,2360,-154330.60000000003,1583530.7666666666,163690.60000000003,32253.5,68319.10000000003,57333.333333333336,2266933.333333333,1597333.3333333333,669600,0.05,0.3
621,21,3,803,18,1,1,6,0,1320,0,1911.111111111111,3631.1111111111113,2000,0,1320,3254.0,1586784.7666666666,66.0,0.0,0.0,57333.333333333336,2269600.0,1600000.0,669600,0.05,0.3
622,21,2,803,15,1,1,6,0,1840,0,1911.111111111111,3751.1111111111113,0,0,1840,1748.0,1588532.7666666666,92.0,0.0,0.0,57333.333333333336,2269600.0,1600000.0,669600,0.05,0.3
623,21,5,806,23,1,1,6,0,1320,0,1911.111111111111,5431.111111111111,11000,0,1320,12254.0,1600786.7666666666,66.0,0.0,0.0,57333.333333333336,2269600.0,1600000.0,669600,0.05,0.3
624,21,1,806,22,1,1,6,0,1320,0,1911.111111111111,3231.1111111111113,0,0,1320,1254.0,1602040.7666666666,66.0,0.0,0.0,57333.333333333336,2274933.333333333,1605333.3333333333,669600,0.05,0.3
625,21,2,808,14,1,1,6,0,520,0,1911.111111111111,3631.1111111111113,6000,0,520,6494.0,1608534.7666666666,26.0,0.0,0.0,57333.333333333336,2274933.333333333,1605333.3333333333,669600,0.05,0.3
626,21,2,809,16,1,1,6,0,1600,10725,1911.111111111111,14436.111111111111,1000,0,21100,18802.5,1627337.2666666666,3297.5,0.0,0.0,57333.333333333336,2286375.0,1608000.0,678375,0.05,0.3
627,21,1,810,12,1,1,6,0,1040,0,1911.111111111111,3951.1111111111113,5000,0,1040,5988.0,1633325.2666666666,52.0,0.0,0.0,57333.333333333336,2286375.0,1608000.0,678375,0.05,0.3
628,21,2,812,17,1,1,6,0,800,0,1911.111111111111,5711.111111111111,10000,5000,800,15760.0,1649085.2666666666,40.0,0.0,0.0,57333.333333333336,2289041.666666667,1610666.6666666667,678375,0.05,0.3
629,21,2,812,14,1,1,6,0,520,0,1911.111111111111,3431.1111111111113,5000,0,520,5494.0,1654579.2666666666,26.0,0.0,0.0,57333.333333333336,2297041.666666667,1618666.6666666667,678375,0.05,0.3
630,21,1,812,10,1,1,6,0,520,0,1911.111111111111,3431.1111111111113,5000,0,520,5494.0,1660073.2666666666,26.0,0.0,0.0,57333.333333333336,2259175.0,1580800.0,678375,0.05,0.3
631,22,3,814,22,1,1,6,0,1560,21450,2011.1111111111109,26221.11111111111,6000,0,40560,40047.0,1700120.2666666666,6513.0,0.0,0.0,60333.33333333333,2279325.0,1583400.0,695925,0.05,0.3
632,22,3,817,20,1,1,6,0,520,0,2011.1111111111109,5731.111111111111,11000,5000,520,16494.0,1716614.2666666666,26.0,0.0,0.0,60333.33333333333,2281925.0,1586000.0,695925,0.05,0.3
633,22,2,819,28,1,1,6,0,520,0,2011.1111111111109,3731.111111111111,6000,0,520,6494.0,1723108.2666666666,26.0,0.0,0.0,60333.33333333333,2289725.0,1593800.0,695925,0.05,0.3
634,22,3,821,22,1,1,6,0,3160,0,2011.1111111111109,7171.111111111111,10000,0,3160,13002.0,1736110.2666666666,158.0,0.0,0.0,60333.33333333333,2292325.0,1596400.0,695925,0.05,0.3
635,22,2,822,27,1,1,6,0,1840,0,2011.1111111111109,4851.111111111111,5000,0,1840,6748.0,1742858.2666666666,92.0,0.0,0.0,60333.33333333333,2297525.0,1601600.0,695925,0.05,0.3
636,22,4,825,19,1,1,6,0,800,0,2011.1111111111109,5011.111111111111,11000,0,800,11760.0,1754618.2666666666,40.0,0.0,0.0,60333.33333333333,2300125.0,1604200.0,695925,0.05,0.3
